date,state,district,total_enrolments,total_demo_updates,total_bio_updates,total_updates,update_to_enrolment_ratio,biometric_stress_index,demographic_volatility_index,aadhaar_fragility_index,fragility_category
2025-10-12,Gujarat,Panchmahals,0.0,261.0,290.0,551.0,,13.64796602279474,0.1998842772612221,4.144360876153728,Low
2025-02-11,Odisha,Ganjam,206.0,184.0,451.0,635.0,308.25242718446606,13.809116171451697,0.0957638938675768,4.174920513764724,Low
2025-01-05,Tamil Nadu,Thanjavur,0.0,0.0,17995.0,17995.0,,11.84734591675262,,,
2025-04-09,Telangana,Jangaon,1.0,9.0,1.0,10.0,1000.0,20.05692537634478,0.0996555088688472,6.068738039815735,Low
2025-08-09,Chhattisgarh,Sukma,22.0,210.0,171.0,381.0,1731.8181818181818,10.997561750520822,0.3882669572085252,3.442655425521237,Low
2025-04-11,Madhya Pradesh,Raisen,4.0,248.0,48.0,296.0,7400.0,15.366909281320655,0.181336386454192,4.8533313487534055,Low
2025-04-11,Jammu and Kashmir,Badgam,0.0,70.0,63.0,133.0,,17.641919046898465,1.0321680363661858,5.550617723161087,Low
2025-03-11,Maharashtra,Buldana,2.0,345.0,447.0,792.0,39600.0,19.46809860472661,0.2129501320380264,6.952830482353026,Low
2025-02-09,Gujarat,Tapi,50.0,98.0,179.0,277.0,554.0,16.123253572469938,0.1450576866078061,4.8880580819240125,Low
2025-12-11,Bihar,Purnia,56.0,584.0,263.0,847.0,1512.5,13.594426765680794,0.2513932805571169,4.18163050625734,Low
2025-11-12,Jammu and Kashmir,Budgam,0.0,66.0,189.0,255.0,,17.208701123340536,0.2218664252388495,5.218076943311873,Low
2025-04-12,Telangana,Peddapalli,0.0,60.0,27.0,87.0,,15.951412888855245,0.1538336563833323,4.823882280752406,Low
2025-07-09,Chhattisgarh,Rajnandgaon,1.0,8.0,7.0,15.0,1500.0,17.027300093104618,0.0827495811459479,5.1689972477605055,Low
2025-09-12,Maharashtra,Bid,0.0,87.0,77.0,164.0,,20.24874860490241,0.2699407883345795,6.142109778554368,Low
2025-08-11,Arunachal Pradesh,Papum Pare,5.0,24.0,22.0,46.0,920.0,16.426812816548907,0.2968398387178569,5.026860630363619,Low
2025-12-11,Andhra Pradesh,Sri Sathya Sai,2.0,33.0,76.0,109.0,5450.0,16.3321184384227,0.3381911399030408,5.129952012340808,Low
2025-11-12,Rajasthan,Banswara,0.0,536.0,588.0,1124.0,,11.973796703074866,0.2108275907399631,3.6448459086074503,Low
2025-04-12,Jammu & Kashmir,Kathua,0.0,0.0,2.0,2.0,,20.003736641506613,,,
2025-12-11,Odisha,Bargarh,37.0,191.0,620.0,811.0,2191.891891891892,12.546098853169749,0.208195529560817,3.8745040837538784,Low
2025-01-09,Uttar Pradesh,Sant Ravidas Nagar,109.0,521.0,472.0,993.0,911.0091743119266,12.35357189752329,0.2616742419824713,3.795856481906021,Low
2025-07-11,Orissa,Gajapati,0.0,0.0,2.0,2.0,,10.051644123087716,,,
2025-01-12,Madhya Pradesh,Datia,0.0,137.0,227.0,364.0,,11.09348045833786,0.2276793285787255,3.384963969646039,Low
2025-03-12,Karnataka,Chickmagalur,0.0,117.0,115.0,232.0,,16.403360903569883,0.1383414586553623,4.955593635734805,Low
2025-06-12,Karnataka,Gulbarga,0.0,229.0,405.0,634.0,,14.261433739989627,0.2015068531748009,4.328806835290589,Low
2025-02-09,Jammu and Kashmir,Badgam,24.0,94.0,71.0,165.0,687.5,14.98371194546034,0.4482803747018002,4.625571930228925,Low
2025-03-11,Gujarat,The Dangs,6.0,28.0,104.0,132.0,2200.0,11.09861870873956,0.1544493060807499,3.427040348471252,Low
2025-08-11,Uttar Pradesh,Bhadohi,4.0,59.0,13.0,72.0,1800.0,18.90960317098585,0.1311669613599247,5.753816481086897,Low
2025-04-09,Karnataka,Haveri *,1.0,9.0,6.0,15.0,1500.0,20.065940665889045,0.0495763201551513,6.072296104348135,Low
2025-07-09,Andhra Pradesh,Sri Potti Sriramulu Nellore,2.0,10.0,0.0,10.0,500.0,,0.1457439489486257,,
2025-09-12,Tamil Nadu,Perambalur,0.0,8.0,311.0,319.0,,14.599407106090425,0.1540954014031776,4.418345982177922,Low
2025-05-09,Haryana,Ambala,33.0,75.0,273.0,348.0,1054.5454545454545,13.044508893081051,0.1136642070751444,3.969974172098832,Low
2025-01-04,Madhya Pradesh,Betul,223.0,2050.0,22093.0,24143.0,10826.457399103138,14.342235509187327,3.70532982122076,5.518573488908268,Low
2025-01-04,Tamil Nadu,The Nilgiris,0.0,0.0,3762.0,3762.0,,11.020353960853264,,,
2025-09-12,Andhra Pradesh,Srikakulam,0.0,564.0,1014.0,1578.0,,11.487381776617491,0.1392622405405275,3.4810300931203795,Low
2025-12-12,Telangana,Sangareddy,0.0,199.0,158.0,357.0,,16.22406697513068,0.3481391422083487,4.954254878091291,Low
2025-06-09,Assam,Dhemaji,65.0,215.0,144.0,359.0,552.3076923076923,14.606622573283492,0.578290326840947,4.541331678834571,Low
2025-11-11,Arunachal Pradesh,Leparada,0.0,0.0,1.0,1.0,,20.10228591144996,,,
2025-08-09,Odisha,Nayagarh,82.0,182.0,442.0,624.0,760.9756097560976,12.710766488598956,0.1261403818020113,3.865118513993282,Low
2025-05-12,Madhya Pradesh,Agar Malwa,0.0,68.0,65.0,133.0,,15.43748662397527,0.1701958675393901,4.673794954077429,Low
2025-12-09,Chhattisgarh,Baloda Bazar,83.0,525.0,450.0,975.0,1174.698795180723,12.908649042264676,1.2077484757438943,4.205950971317439,Low
2025-01-03,Assam,Tinsukia,0.0,5803.0,1981.0,7784.0,,11.431727405189577,1.4153475676844869,3.7833551134779935,Low
2025-05-11,Uttar Pradesh,Faizabad,133.0,241.0,419.0,660.0,496.2406015037594,12.684524255374432,0.1949746372274238,3.8673736598280266,Low
2025-01-03,Madhya Pradesh,Sidhi,0.0,8866.0,20299.0,29165.0,,19.90521030751612,5.289161302867133,7.2938534179716195,Low
2025-06-09,Madhya Pradesh,Niwari,2.0,5.0,10.0,15.0,750.0,17.05328005736278,0.0701881325123929,5.153590962608249,Low
2025-10-11,Telangana,Karimnagar,52.0,478.0,645.0,1123.0,2159.6153846153848,14.45211383537663,0.1428474752976391,4.429108279644294,Low
2025-10-12,Odisha,Bargarh,0.0,332.0,368.0,700.0,,12.313263467865752,0.3904680948871208,3.7915960640815056,Low
2025-03-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,7.0,74.0,8.0,82.0,1171.428571428571,17.094905420903018,0.1828015384167302,5.20550368337505,Low
2025-12-09,Orissa,Baleshwar,12.0,39.0,26.0,65.0,541.6666666666667,17.52141920742319,0.0665572469264587,5.287552788376744,Low
2025-03-09,Telangana,Jangaon,4.0,9.0,2.0,11.0,275.0,20.10478001193067,0.1522140621872593,6.076842820292165,Low
2025-07-09,Delhi,East Delhi,48.0,219.0,261.0,480.0,1000.0,13.24683888556206,0.5477133281852293,4.137726547410015,Low
2025-08-11,Madhya Pradesh,Panna,116.0,222.0,189.0,411.0,354.3103448275862,13.21482396872483,0.7792022273221532,4.168724326693402,Low
2025-08-09,Arunachal Pradesh,Kamle,1.0,0.0,1.0,1.0,100.0,20.062998042124512,,,
2025-11-09,Odisha,Jajapur,33.0,193.0,293.0,486.0,1472.7272727272727,12.714563308482155,0.1259498947680592,3.885246839423975,Low
2025-06-11,Uttar Pradesh,Ambedkar Nagar,69.0,750.0,823.0,1573.0,2279.7101449275365,12.480527626462694,0.2858113110191244,3.876585496375293,Low
2025-07-12,Maharashtra,Buldana,0.0,8.0,107.0,115.0,,17.482820090022376,0.0854709586791044,5.266213766676488,Low
2025-01-12,Rajasthan,Chittorgarh,0.0,176.0,589.0,765.0,,13.601327826865546,0.183807703276619,4.126350273878819,Low
2025-12-09,Andhra Pradesh,Tirupati,27.0,151.0,33.0,184.0,681.4814814814815,19.311984708850915,0.2810017006801585,5.882073116136041,Low
2025-07-09,Punjab,Mansa,0.0,23.0,0.0,23.0,,,0.2665350578232608,,
2025-09-09,Karnataka,Gadag,159.0,248.0,207.0,455.0,286.1635220125786,12.280183535945708,0.2315163685541328,3.749588039784676,Low
2025-01-04,Chhattisgarh,Sakti,0.0,0.0,595.0,595.0,,16.876861927962675,,,
2025-06-12,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0.0,4.0,1.0,5.0,,20.003736641506613,0.0723209710486698,6.019201235214151,Low
2025-01-09,Arunachal Pradesh,Upper Siang,1.0,3.0,1.0,4.0,400.0,20.203554132838114,0.0497394450850276,6.084199721000727,Low
2025-03-12,Meghalaya,East Jaintia Hills,0.0,39.0,16.0,55.0,,15.500313849835734,0.4602194518662735,4.765149017917288,Low
2025-01-09,Andhra Pradesh,West Godavari,116.0,741.0,439.0,1180.0,1017.2413793103448,15.054387129141144,0.17707412517983,4.587792367140925,Low
2025-11-09,Uttar Pradesh,Ballia,191.0,581.0,905.0,1486.0,778.0104712041884,13.66361432870186,0.2205272114389653,4.175025197201663,Low
2025-01-06,Telangana,Sangareddy,0.0,2849.0,2210.0,5059.0,,11.010591899358698,5.265027899848255,4.619434544769673,Low
2025-11-11,Tamil Nadu,Villupuram,119.0,192.0,791.0,983.0,826.0504201680673,14.846768441234294,0.1224052368691769,4.506725840201256,Low
2025-07-12,Manipur,Ukhrul,0.0,34.0,31.0,65.0,,17.847967114196152,0.3527327147702775,5.442573312951414,Low
2025-05-09,Andhra Pradesh,Kakinada,5.0,85.0,11.0,96.0,1920.0,20.064911031819623,0.1591329490237065,6.110609922216386,Low
2025-12-11,Uttar Pradesh,Balrampur,87.0,579.0,725.0,1304.0,1498.8505747126435,12.329879438457912,0.2518496655067311,3.802015329296121,Low
2025-10-11,Assam,Biswanath,10.0,53.0,28.0,81.0,810.0,17.618523024407846,0.2019046143304063,5.357697766157978,Low
2025-01-03,Haryana,Charkhi Dadri,0.0,2150.0,1095.0,3245.0,,13.953125316917289,1.3245732009417754,4.517080895310629,Low
2025-01-09,Madhya Pradesh,Pandhurna,1.0,4.0,14.0,18.0,1800.0,16.373598316461404,0.0196748378109315,4.965141993842315,Low
2025-02-12,Tripura,Sepahijala,0.0,223.0,170.0,393.0,,14.851145285017466,1.3402701714056224,4.790411128356645,Low
2025-10-11,Bihar,West Champaran,273.0,1488.0,835.0,2323.0,850.9157509157509,12.519460621950898,0.9357915049263176,4.012545123235051,Low
2025-01-12,Punjab,Jalandhar,0.0,267.0,856.0,1123.0,,13.926812431179052,0.3760032693311783,4.27204454668651,Low
2025-10-11,Andhra Pradesh,Palnadu,6.0,69.0,50.0,119.0,1983.3333333333333,17.8521738943382,0.0999585268253007,5.433689123569712,Low
2025-05-09,Andaman & Nicobar Islands,South Andaman,2.0,3.0,3.0,6.0,300.0,20.227703373911048,0.0440155601716204,6.087338867124746,Low
2025-09-09,Andhra Pradesh,Cuddapah,102.0,501.0,535.0,1036.0,1015.686274509804,13.204685527001953,0.3023278766950402,4.064153730690141,Low
2025-09-12,Karnataka,Chikkaballapur,0.0,301.0,332.0,633.0,,11.40262200862066,0.1744180133054459,3.464391105912559,Low
2025-12-11,Tamil Nadu,Thiruvarur,45.0,220.0,771.0,991.0,2202.222222222222,13.534829063016367,0.1501332164359105,4.156883869120184,Low
2025-12-11,Goa,Bardez,0.0,0.0,1.0,1.0,,20.003736641506613,,,
2025-12-11,Uttar Pradesh,Hapur,44.0,388.0,358.0,746.0,1695.4545454545453,21.347750316326152,1.7279648651021438,6.881663870429146,Low
2025-11-12,Jammu & Kashmir,Anantnag,0.0,0.0,1.0,1.0,,20.003736641506613,,,
2025-04-11,Maharashtra,Palghar,2.0,1509.0,911.0,2420.0,121000.0,12.563537974351927,1.894149219540323,7.478931210296468,Low
2025-01-12,Andhra Pradesh,Chittoor,0.0,1123.0,951.0,2074.0,,13.28619069638549,0.3554791363193339,4.074726992995481,Low
2025-12-09,Dadra and Nagar Haveli and Daman and Diu,Diu,1.0,2.0,0.0,2.0,200.0,,0.141450756293512,,
2025-01-09,Madhya Pradesh,Harda *,20.0,17.0,62.0,79.0,395.0,16.01301489794355,0.0718879552650588,4.832441345328889,Low
2025-10-11,Himachal Pradesh,Chamba,36.0,94.0,325.0,419.0,1163.888888888889,15.486009934396334,0.0922640162014631,4.699998996375494,Low
2025-08-12,Rajasthan,Sikar,0.0,581.0,668.0,1249.0,,12.290178296393574,0.1502139562061039,3.724606977969598,Low
2025-08-09,Assam,Karbi Anglong,102.0,305.0,172.0,477.0,467.6470588235295,13.4281864117618,0.6005009735793159,4.191089112221954,Low
2025-11-11,Uttar Pradesh,Hapur,35.0,119.0,389.0,508.0,1451.428571428571,15.604524264816751,1.1176947468571754,4.999601672573906,Low
2025-10-09,Madhya Pradesh,Indore,234.0,890.0,697.0,1587.0,678.2051282051282,11.516114057614873,0.556480052875994,3.612093877668464,Low
2025-06-09,Bihar,Bhabua,1.0,1.0,0.0,1.0,100.0,,0.0164910382521354,,
2025-07-09,Uttar Pradesh,Pratapgarh,39.0,226.0,113.0,339.0,869.2307692307692,14.75311721306143,0.2543740639846961,4.512777603880334,Low
2025-01-06,Andhra Pradesh,Anakapalli,0.0,291.0,1028.0,1319.0,,10.692944909341016,1.0784223479824515,3.4774890597979176,Low
2025-02-09,Goa,South Goa,10.0,147.0,94.0,241.0,2410.0,15.030941858444878,0.1538736614460221,4.612210157660134,Low
2025-01-11,Andhra Pradesh,Nalgonda,16.0,352.0,506.0,858.0,5362.5,16.24603196907641,0.1449035728945196,5.053463856686469,Low
2025-01-09,Himachal Pradesh,Una,11.0,100.0,98.0,198.0,1800.0,15.878244590657289,0.1346282228040125,4.84527422234935,Low
2025-01-12,Haryana,Bhiwani,0.0,165.0,578.0,743.0,,11.943299677053192,0.0917989548078897,3.60593964181793,Low
2025-05-11,Bihar,Araria,324.0,1123.0,677.0,1800.0,555.5555555555555,13.404974966827954,1.1083998277590374,4.313451641263195,Low
2025-12-09,Uttar Pradesh,Mahoba,66.0,342.0,409.0,751.0,1137.878787878788,15.465402125448392,1.0763227891775025,4.939135666475881,Low
2025-01-11,Uttar Pradesh,Etah,34.0,490.0,378.0,868.0,2552.9411764705883,13.47135168309313,0.8807456210852875,4.329874278244372,Low
2025-01-07,Rajasthan,Hanumangarh,751.0,7565.0,15480.0,23045.0,3068.5752330226364,13.755562263368434,4.512380835460543,5.336837687838826,Low
2025-06-11,Maharashtra,Mumbai City,16.0,572.0,109.0,681.0,4256.25,14.721392620785394,0.199643072389906,4.5801685564728185,Low
2025-05-09,Uttar Pradesh,Bareilly,41.0,659.0,69.0,728.0,1775.609756097561,16.223495954110945,0.2147618177406213,4.968230675248988,Low
2025-02-09,Orissa,Subarnapur,0.0,2.0,1.0,3.0,,20.003736641506613,0.007082989021367,6.002891739707326,Low
2025-03-09,Bihar,Sheohar,56.0,358.0,165.0,523.0,933.9285714285712,15.452451104638696,2.0714556053405846,5.178578599674133,Low
2025-07-11,Telangana,K.v. Rangareddy,212.0,838.0,1504.0,2342.0,1104.7169811320755,13.196492307639293,0.2847217842163314,4.059675505980729,Low
2025-09-11,Jammu and Kashmir,Shupiyan,7.0,21.0,48.0,69.0,985.7142857142858,12.780672886387528,2.000285594255218,4.360637720608079,Low
2025-06-12,Orissa,Jajapur,0.0,7.0,4.0,11.0,,20.08747979131242,0.0485976863082669,6.038393358970792,Low
2025-09-09,Dadra and Nagar Haveli and Daman and Diu,Daman,0.0,11.0,3.0,14.0,,20.07568906854454,0.1647762405530682,6.063900780701629,Low
2025-11-09,Uttar Pradesh,Bulandshahr,217.0,528.0,974.0,1502.0,692.1658986175115,15.190761452056025,0.5516347329783041,4.713650168466002,Low
2025-11-12,Chhattisgarh,Kanker,0.0,255.0,577.0,832.0,,11.455340162727865,0.1847645940863239,3.48279319733994,Low
2025-04-11,Uttar Pradesh,Mathura,2.0,585.0,147.0,732.0,36600.0,14.910066162887365,0.3605195526672899,5.542073455873302,Low
2025-01-07,Maharashtra,Sangli,1594.0,0.0,26025.0,26025.0,1632.685069008783,12.445163642213911,,,
2025-12-11,Uttarakhand,Pauri Garhwal,12.0,235.0,497.0,732.0,6100.0,14.129853077422576,0.175779952614996,4.4460548645205655,Low
2025-11-09,Telangana,Bhadradri Kothagudem,58.0,240.0,208.0,448.0,772.4137931034483,14.84907063803243,0.521102103103153,4.605656121087931,Low
2025-05-09,Rajasthan,Jhunjhunun,86.0,249.0,241.0,490.0,569.7674418604652,15.498838690724977,0.1984769892247661,4.714510167722049,Low
2025-10-11,Rajasthan,Nagaur,168.0,547.0,1157.0,1704.0,1014.2857142857142,11.31002379648669,0.2676938551725878,3.487059246001316,Low
2025-07-12,Rajasthan,Jodhpur,0.0,305.0,520.0,825.0,,11.980794132347183,0.19641162697997,3.643341146449148,Low
2025-01-07,Himachal Pradesh,Hamirpur,0.0,0.0,2921.0,2921.0,,11.69465385083833,,,
2025-07-12,Orissa,Balangir,0.0,8.0,7.0,15.0,,20.202990224806136,0.0803797671210238,6.080992009222096,Low
2025-12-11,Kerala,Kannur,70.0,624.0,742.0,1366.0,1951.428571428572,15.16492127640449,0.138489901974835,4.6362928396771865,Low
2025-01-11,West Bengal,KOLKATA,0.0,1.0,0.0,1.0,,,0.0035414945106835,,
2025-07-12,Rajasthan,Jhunjhunun,0.0,120.0,267.0,387.0,,13.22237138754951,0.0940859394871597,3.990232901136643,Low
2025-01-04,Kerala,Kasargod,0.0,0.0,60.0,60.0,,13.435309601507944,,,
2025-07-11,Rajasthan,Ajmer,80.0,576.0,501.0,1077.0,1346.25,13.690496359656375,0.234029415789532,4.20166380437131,Low
2025-01-07,Uttar Pradesh,Fatehpur,2640.0,0.0,21462.0,21462.0,812.9545454545454,14.89269476563227,,,
2025-09-11,Gujarat,Tapi,21.0,19.0,27.0,46.0,219.0476190476191,16.509234815279328,0.1352645124908212,4.992445340734951,Low
2025-06-11,Himachal Pradesh,Shimla,15.0,140.0,524.0,664.0,4426.666666666667,15.31375072883626,0.1430049726617487,4.748274521799911,Low
2025-09-09,Assam,Biswanath,33.0,91.0,58.0,149.0,451.5151515151516,15.999501420462389,0.1336230258384648,4.845332655036417,Low
2025-09-12,Jammu and Kashmir,Kupwara,0.0,191.0,310.0,501.0,,10.949129644122884,0.1804805237890487,3.3298590241841275,Low
2025-12-11,Arunachal Pradesh,Tawang,1.0,0.0,46.0,46.0,4600.0,18.793380967138507,,,
2025-06-11,Madhya Pradesh,Damoh,106.0,388.0,440.0,828.0,781.132075471698,14.36091629655148,0.5119039608570464,4.457143467054737,Low
2025-11-09,Odisha,Kendujhar,128.0,450.0,539.0,989.0,772.65625,12.508251846506166,0.1831835181492177,3.8189373222770007,Low
2025-04-09,Chhattisgarh,Kondagaon,48.0,165.0,186.0,351.0,731.25,16.489481902360332,0.3829020310562452,5.062128492936695,Low
2025-11-09,Chhattisgarh,Bilaspur,117.0,767.0,673.0,1440.0,1230.769230769231,13.65715588792695,0.3672204510748516,4.221870709540753,Low
2025-11-09,Gujarat,Bharuch,95.0,412.0,378.0,790.0,831.578947368421,13.668124997807556,0.2758913904534789,4.191652214596815,Low
2025-12-09,Maharashtra,Raigarh,104.0,411.0,1285.0,1696.0,1630.7692307692307,13.620929365327212,0.223531878407803,4.185779229472106,Low
2025-10-11,Maharashtra,Jalgaon,160.0,3994.0,1117.0,5111.0,3194.375,13.76596709723543,0.4924332188858498,4.338336943574342,Low
2025-03-12,Chhattisgarh,Balrampur,0.0,340.0,292.0,632.0,,10.684707645342328,0.2858105632718942,3.276864934420672,Low
2025-09-09,Andhra Pradesh,Hyderabad,86.0,325.0,659.0,984.0,1144.186046511628,15.204963192976942,0.1230947372234296,4.622865671152391,Low
2025-02-09,Punjab,SAS Nagar (Mohali),42.0,161.0,231.0,392.0,933.3333333333334,11.92674572968846,0.4200461311473605,3.707998698075462,Low
2025-01-04,Madhya Pradesh,Ujjain,0.0,4254.0,14788.0,19042.0,,13.27407553905165,5.103303130362286,5.258048444306066,Low
2025-07-12,Kerala,Malappuram,0.0,1039.0,705.0,1744.0,,13.481241533993131,0.1964534920067079,4.093485833199616,Low
2025-03-12,Rajasthan,Sirohi,0.0,143.0,386.0,529.0,,11.633549709029596,0.170650401296888,3.532727513033101,Low
2025-03-09,Punjab,Gurdaspur,24.0,154.0,281.0,435.0,1812.5,14.44008889695427,0.1891625022468212,4.427795415970335,Low
2025-05-12,Gujarat,Sabar Kantha,0.0,0.0,21.0,21.0,,17.34853661888112,,,
2025-01-12,Odisha,Debagarh,0.0,22.0,87.0,109.0,,11.757266033844353,0.8772321786036656,3.746487854804222,Low
2025-03-12,West Bengal,HOWRAH,0.0,1.0,0.0,1.0,,,0.0676820544215199,,
2025-01-07,Goa,South Goa,0.0,0.0,3162.0,3162.0,,11.415861471215468,,,
2025-12-11,Dadra and Nagar Haveli and Daman and Diu,Daman,0.0,0.0,2.0,2.0,,10.051644123087716,,,
2025-08-12,Uttar Pradesh,Ambedkar Nagar,0.0,861.0,340.0,1201.0,,12.477745144673555,0.5038920716426719,3.8692965613127352,Low
2025-01-09,Telangana,Hyderabad,268.0,994.0,1092.0,2086.0,778.3582089552239,12.51734925610342,0.4790213514210833,3.895778511202699,Low
2025-01-12,Odisha,Jharsuguda,0.0,35.0,149.0,184.0,,15.05013193132546,0.169591762390685,4.557437519995309,Low
2025-12-12,Daman & Diu,Daman,0.0,3.0,4.0,7.0,,15.770359456201486,0.1248857292919708,4.762329269183439,Low
2025-12-11,Bihar,Samstipur,0.0,2.0,5.0,7.0,,20.02901069561143,0.0035414945106835,6.0095885823111,Low
2025-04-12,Orissa,Khordha,0.0,33.0,64.0,97.0,,17.796453568922907,0.0728222163064399,5.357141624753482,Low
2025-01-06,Tripura,Sepahijala,0.0,0.0,2882.0,2882.0,,13.729097111046004,,,
2025-10-11,Telangana,Mulugu,9.0,27.0,42.0,69.0,766.6666666666667,19.257519240596075,0.0758672911636889,5.816728283069313,Low
2025-04-11,Karnataka,Davangere,0.0,239.0,303.0,542.0,,14.840474899053223,0.1933076927405198,4.500469392901096,Low
2025-08-11,Maharashtra,Mumbai,191.0,1238.0,3763.0,5001.0,2618.3246073298437,13.990039002357602,0.2037347782836518,4.317976544506017,Low
2025-10-11,Pondicherry,Pondicherry,18.0,96.0,240.0,336.0,1866.6666666666667,16.64886061489012,0.1923740361373016,5.092678586265528,Low
2025-01-07,Karnataka,Bengaluru Rural,1654.0,0.0,0.0,0.0,0.0,,,,
2025-10-12,Meghalaya,South West Garo Hills,0.0,36.0,18.0,54.0,,14.820370675391388,0.0882118711467051,4.468164170404092,Low
2025-02-11,Orissa,Kandhamal,0.0,0.0,1.0,1.0,,20.003736641506613,,,
2025-05-09,Meghalaya,Eastern West Khasi Hills,4.0,5.0,1.0,6.0,150.0,20.003736641506613,0.0768059013248818,6.024334450237467,Low
2025-07-12,Odisha,Jharsuguda,0.0,53.0,40.0,93.0,,15.990043698698258,0.1349607302981637,4.830753292184019,Low
2025-05-09,Puducherry,Puducherry,2.0,90.0,229.0,319.0,15950.0,15.160596667026224,0.1232970415314201,5.0056107281273965,Low
2025-07-11,Arunachal Pradesh,Papum Pare,2.0,44.0,68.0,112.0,5600.0,13.970957255057176,0.1265499742378668,4.37270534836912,Low
2025-05-11,Jharkhand,West Singhbhum,114.0,103.0,371.0,474.0,415.7894736842105,15.592661657867742,0.1917686505641718,4.736861593821955,Low
2025-02-11,Odisha,Sambalpur,53.0,55.0,103.0,158.0,298.1132075471698,15.866884478664804,0.1296766314068707,4.800458001171582,Low
2025-02-11,Gujarat,Vadodara,187.0,306.0,398.0,704.0,376.4705882352941,14.510447994566258,0.1388319026188926,4.397911663321575,Low
2025-11-11,Tamil Nadu,Coimbatore,82.0,758.0,763.0,1521.0,1854.878048780488,13.75269826212272,0.2353473171660032,4.234257895838354,Low
2025-05-11,Uttar Pradesh,Budaun,220.0,350.0,503.0,853.0,387.7272727272728,14.681034085938142,0.5663296730802475,4.556263010819645,Low
2025-05-09,Sikkim,West Sikkim,2.0,28.0,8.0,36.0,1800.0,13.831216043917737,0.4287801060934881,4.304703629149853,Low
2025-09-09,Karnataka,Shivamogga,41.0,211.0,142.0,353.0,860.9756097560976,15.307298151106076,0.2009907581364084,4.665465261798526,Low
2025-08-12,Andaman & Nicobar Islands,Andamans,0.0,4.0,4.0,8.0,,20.115218094796028,0.1733883422960263,6.077912514012814,Low
2025-10-11,Kerala,Kannur,109.0,556.0,412.0,968.0,888.0733944954128,15.819205661051685,0.1509964179928357,4.807263701992472,Low
